address,exist_2012,exist_2013,exist_2014,exist_2015,exist_2016,exist_2017,exist_2018,change_2013,change_2014,change_2015,change_2016,change_2017,change_2018,total_turnover,annual_turnover,max_units,change_index,multi_units,LATITUDE,LONGITUDE,AREA_NAME,Esta.
2093 DANFORTH AVE,1,1,1,1,1,1,1,0,0,0,0,0,2,2,0.33333,1,0.33333,0,43.68555,-79.31227,East End-Danforth (62),"Sandys (2018), Sandys Restaurant (2012)"
2100 DANFORTH AVE,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.68611,-79.31221,East End-Danforth (62),Edies Place Bar (2012)
2104 DANFORTH AVE,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.686170000000004,-79.31215,East End-Danforth (62),Flamingo Restaurant And Cafe (2012)
2112 DANFORTH AVE,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.16667,1,0.16667,0,43.68615,-79.31198,East End-Danforth (62),Bbs Superstore (2012)
2116 DANFORTH AVE,1,1,1,1,1,1,1,2,0,0,0,2,0,4,0.66667,1,0.66667,0,43.686170000000004,-79.31191,East End-Danforth (62),"Brick Farm Breakfast (2017), Danforth Sandwich (2013), True Brew Cafe (2012)"
2134 DANFORTH AVE,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0.16667,1,0.16667,0,43.68626,-79.3115,East End-Danforth (62),Choos Garden (2013)
2143 DANFORTH AVE,1,1,1,1,1,0,1,0,0,0,0,1,1,2,0.33333,1,0.33333,0,43.68586,-79.3112,East End-Danforth (62),"Gyoko Sushi (2018), Happy Sushi (2012)"
2146 DANFORTH AVE,1,1,1,0,1,1,1,0,0,1,1,0,0,2,0.33333,1,0.33333,0,43.68627,-79.31118000000001,East End-Danforth (62),"Coffee Time (2016), Coffee Time Donuts (2012)"
2152 DANFORTH AVE,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.68635,-79.31088000000001,East End-Danforth (62),Relish Bar And Grill (2012)
2162 DANFORTH AVE,1,1,1,1,1,1,1,0,0,2,0,0,0,2,0.33333,1,0.33333,0,43.68638,-79.31066,East End-Danforth (62),"Mike And Marias  Fish And Chips (2012), Mikes Fish And Chips (2015)"
2165 DANFORTH AVE,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0.16667,1,0.16667,0,43.68603,-79.31044,East End-Danforth (62),Jins  Market (2012)
2183 DANFORTH AVE,0,0,1,1,1,1,1,0,1,2,0,0,0,3,0.5,1,0.5,0,43.68614,-79.30999,East End-Danforth (62),"House Of Bengal (2014), Time Capsule Board Game Cafe (2015)"
2185 GERRARD ST E,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0.33333,2,0.16667,0,43.6834,-79.30109,East End-Danforth (62),"Esso Convenience Store (2018), Pioneer Enerergy (2018)"
2192 GERRARD ST E,0,1,1,1,1,1,0,1,0,0,0,0,1,2,0.33333,1,0.33333,0,43.68394,-79.30145999999999,East End-Danforth (62),Your Convenience (2013)
2194 GERRARD ST E,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0.16667,1,0.16667,0,43.68395,-79.30139,East End-Danforth (62),Dominos Pizza (2013)
2202 DANFORTH AVE,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.68657,-79.30986,East End-Danforth (62),Ho Lee Chow (2012)
2207 DANFORTH AVE,0,0,0,1,1,0,0,0,0,1,0,1,0,2,0.33333,1,0.33333,0,43.6862,-79.30951,East End-Danforth (62),Viking Bakery (2015)
2231 DANFORTH AVE,1,1,0,1,1,1,1,2,1,1,0,0,0,4,0.66667,1,0.66667,0,43.686370000000004,-79.30906999999999,East End-Danforth (62),"Danforth Cafe And Sub (2012), Hollandaise Diner (2015), Taste Of Dominican (2013)"
2249 GERRARD ST E,0,1,1,1,1,0,1,1,0,0,0,1,1,3,0.5,1,0.5,0,43.68441,-79.29745,East End-Danforth (62),"All Star  And Espresso Bar (2013), Prologue Cafe (2018)"
2265 DANFORTH AVE,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.68655,-79.30808,East End-Danforth (62),Petro Canada (2012)
2301 DANFORTH AVE,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0.16667,1,0.16667,0,43.68671,-79.30762,East End-Danforth (62),Wise Guys (2012)
2305 GERRARD ST E,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.684940000000005,-79.29479,East End-Danforth (62),North Beaches Residence (2012)
2318 DANFORTH AVE,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0.16667,1,0.16667,0,43.68718,-79.30726999999999,East End-Danforth (62),241 Pizza (2013)
2326 DANFORTH AVE,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0.16667,1,0.16667,0,43.68727,-79.30711,East End-Danforth (62),Basil Thai Kitchen (2012)
2328 DANFORTH AVE,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0.16667,1,0.16667,0,43.68727,-79.30703000000001,East End-Danforth (62),Blue River House (2012)
2344 DANFORTH AVE,1,1,1,1,1,0,1,0,0,0,0,1,1,2,0.33333,1,0.33333,0,43.68737,-79.30671,East End-Danforth (62),"Akia King Cafe Inc (2018), New Harbour King Restaurant (2012)"
2360 DANFORTH AVE,1,1,1,1,1,0,1,0,0,0,0,1,1,2,0.33333,1,0.33333,0,43.68744,-79.30638,East End-Danforth (62),Golden Pizza (2012)
2406 DANFORTH AVE,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.68758,-79.30548,East End-Danforth (62),Vincenzos Supermarket (2012)
2408 DANFORTH AVE,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0.16667,1,0.16667,0,43.68772,-79.30516999999999,East End-Danforth (62),Scrumdelicious (2012)
2410 DANFORTH AVE,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0.16667,1,0.16667,0,43.68768,-79.30505,East End-Danforth (62),Minra Mart (2012)
2442 DANFORTH AVE,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0.16667,1,0.16667,0,43.68785,-79.30457,East End-Danforth (62),"Press:Books, Coffee,Vinyl (2016)"
2451 DANFORTH AVE,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.68732,-79.30479,East End-Danforth (62),Sobeys (2012)
2494 DANFORTH AVE,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0.16667,1,0.16667,0,43.68804,-79.30372,East End-Danforth (62),Shoppers Drug Mart (2013)
2500 DANFORTH AVE,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.688309999999994,-79.30281,East End-Danforth (62),Kfc (2012)
2505 DANFORTH AVE,1,0,1,1,1,1,1,1,1,0,0,0,0,2,0.33333,1,0.33333,0,43.68773,-79.30281,East End-Danforth (62),Real Bargain (2012)
2517 DANFORTH AVE,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.68779,-79.30265,East End-Danforth (62),Danforth Village (2012)
2541 DANFORTH AVE,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0.16667,1,0.16667,0,43.687870000000004,-79.30221999999999,East End-Danforth (62),Janny Fruit Market (2013)
2543 DANFORTH AVE,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0.16667,1,0.16667,0,43.68789,-79.30213,East End-Danforth (62),Smileys Restaurant (2013)
2550 DANFORTH AVE,0,1,1,1,1,1,0,1,0,0,0,0,1,2,0.33333,1,0.33333,0,43.68827,-79.3022,East End-Danforth (62),Gateway Newstands (2013)
2554 DANFORTH AVE,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0.16667,1,0.16667,0,43.68844,-79.30176999999999,East End-Danforth (62),Pavillion Pastries (2012)
2558 DANFORTH AVE,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.68847,-79.30176999999999,East End-Danforth (62),Sultan (2012)
2563 DANFORTH AVE,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0.16667,1,0.16667,0,43.68788,-79.30096999999999,East End-Danforth (62),Main Square Smoke And Gift (2012)
2575 DANFORTH AVE,2,2,3,3,2,2,2,0,1,0,1,0,0,2,0.33333,3,0.11110999999999999,1,43.6882,-79.30032,East End-Danforth (62),"Great Canadian Dollar Store (2014), Subway (2012), Tim Hortons (2012)"
2584 DANFORTH AVE,1,0,1,1,1,1,0,1,1,0,0,0,1,3,0.5,1,0.5,0,43.68853,-79.30105999999999,East End-Danforth (62),Baitul Muqadus Halal Pizza And Wings (2012)
2592 DANFORTH AVE,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.68857,-79.30096999999999,East End-Danforth (62),New Main Halal Meat (2012)
2620 DANFORTH AVE,1,0,1,1,1,0,1,1,1,0,0,1,1,4,0.66667,1,0.66667,0,43.6887,-79.30051999999999,East End-Danforth (62),"Js Sports Bar And Grill (2018), Pentagram Bar And Grill (2012)"
2622 DANFORTH AVE,1,0,0,1,1,1,1,1,0,1,2,0,0,4,0.66667,1,0.66667,0,43.68875,-79.30043,East End-Danforth (62),"Aldi Supermarket (2015), Arya Bakery (2016), Qadri Halal Meat And Grocers (2012)"
2626 DANFORTH AVE,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.68878,-79.3003,East End-Danforth (62),Su Good Chinese Restaurant (2012)
2628 DANFORTH AVE,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0.16667,1,0.16667,0,43.688759999999995,-79.30020999999999,East End-Danforth (62),Evas Bar And Restaurant (2012)
2632 DANFORTH AVE,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0.16667,1,0.16667,0,43.68881,-79.30015,East End-Danforth (62),Grillies (2013)
2638 DANFORTH AVE,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.68882,-79.29998,East End-Danforth (62),Len Duckworth Fish And Chips (2012)
2644 DANFORTH AVE,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0.16667,1,0.16667,0,43.688829999999996,-79.29984,East End-Danforth (62),Arya Bakery (2012)
2650 DANFORTH AVE,0,1,1,0,0,0,0,1,0,1,0,0,0,2,0.33333,1,0.33333,0,43.68887,-79.29968000000001,East End-Danforth (62),Health Service Centre (2013)
2658 DANFORTH AVE,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.6889,-79.2995,East End-Danforth (62),Poonam Delite Indian Restaurant (2012)
2662 DANFORTH AVE,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0.16667,1,0.16667,0,43.6889,-79.29944,East End-Danforth (62),The Jem Restaurant (2012)
2680 DANFORTH AVE,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.16667,1,0.16667,0,43.68905,-79.29914000000001,East End-Danforth (62),Moms Kreative N Gifted Gallery (2012)
2681 DANFORTH AVE,0,0,1,0,0,0,0,0,1,1,0,0,0,2,0.33333,1,0.33333,0,43.68837,-79.29889,East End-Danforth (62),Ag Group (2014)
2708 DANFORTH AVE,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0.16667,1,0.16667,0,43.68915,-79.29844,East End-Danforth (62),Tropical Goodness (2012)
2714 DANFORTH AVE,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.6893,-79.29836,East End-Danforth (62),Sefonias Catering (2012)
2731 DANFORTH AVE,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.68886,-79.2975,East End-Danforth (62),Popeyes Chicken (2012)
2741 DANFORTH AVE,1,1,0,0,1,0,1,0,1,0,1,1,1,4,0.66667,1,0.66667,0,43.68878,-79.29726,East End-Danforth (62),"Guru Cafe (2012), Super Wash And Dry Coin Laundry (2018), Super Wash N Dry (2016)"
2742 DANFORTH AVE,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.689440000000005,-79.29771,East End-Danforth (62),Danforth Fruit Mart (2012)
2743 DANFORTH AVE,1,1,1,1,1,1,1,0,2,0,0,0,0,2,0.33333,1,0.33333,0,43.68884,-79.29729,East End-Danforth (62),"Mr. Tastys Drive In (2014), Shahi Tiffin Restaurant (2012)"
2749 DANFORTH AVE,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.689,-79.29735,East End-Danforth (62),Kera Fresh Meat (2012)
2750 DANFORTH AVE,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0.16667,1,0.16667,0,43.68935,-79.29749,East End-Danforth (62),Bistro Camino (2012)
2754 DANFORTH AVE,0,2,1,1,1,1,1,2,1,0,2,0,0,5,0.8333299999999999,2,0.41667,0,43.6894,-79.29735,East End-Danforth (62),"Kennys Carribean Kitchen (2013), Simms Restaurant And Lounge (2016), Yum Yum Restaurant (2013)"
2763 DANFORTH AVE,1,1,1,1,1,1,1,0,0,2,0,0,2,4,0.66667,1,0.66667,0,43.68902,-79.29713000000001,East End-Danforth (62),"Bish Bargain And Variety Store (2018), Luckys Bargain And Variety (2012), Pizza Nova (2015)"
2768 DANFORTH AVE,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0.16667,1,0.16667,0,43.68946,-79.29713000000001,East End-Danforth (62),Shola Mini Market (2017)
2772 DANFORTH AVE,0,0,0,1,0,0,0,0,0,1,1,0,0,2,0.33333,1,0.33333,0,43.68955,-79.29699000000001,East End-Danforth (62),Medicace Drug Mart (2015)
2783 DANFORTH AVE,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0.16667,1,0.16667,0,43.68918,-79.29641,East End-Danforth (62),Shirley Restaurant (2012)
2789 DANFORTH AVE,1,1,1,1,1,0,1,0,0,0,2,1,1,4,0.66667,1,0.66667,0,43.689240000000005,-79.29632,East End-Danforth (62),"Afghan Kebob (2018), Chicken Licious (2012), Kim Saigon Restaurant (2016)"
2790 DANFORTH AVE,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0.16667,1,0.16667,0,43.68959,-79.29647,East End-Danforth (62),Elliots Cigar Store (2013)
2795 DANFORTH AVE,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0.0,2,0.0,0,43.68931,-79.29562,East End-Danforth (62),"Double Sushi (2012), Pizza Pizza (2012)"
281 SCARBOROUGH RD,1,1,1,1,1,0,1,0,2,0,0,1,1,4,0.66667,1,0.66667,0,43.68079,-79.28704,East End-Danforth (62),"Courage Foods (2018), The Stone Pizza (2014), Waffle Bar (2012)"
2825 DANFORTH AVE,1,1,1,0,1,0,1,0,2,1,1,1,1,6,1.0,1,1.0,0,43.6894,-79.29536,East End-Danforth (62),"Al Tanoor Bbq And Bakery (2016), Elamir (2012), Joes Wings + Burgers (2014), Tuana Lunch And Dinner (2018)"
283 SCARBOROUGH RD,1,1,1,1,1,1,1,0,2,0,0,0,0,2,0.33333,1,0.33333,0,43.68083,-79.28706,East End-Danforth (62),"Knead Bakery (2012), Savoury Grounds Coffee Co. (2014)"
2844 DANFORTH AVE,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.689820000000005,-79.29545999999999,East End-Danforth (62),Danforth Roti Shop (2012)
2856 DANFORTH AVE,0,2,1,1,1,0,0,2,1,0,0,1,0,4,0.66667,2,0.33333,0,43.68997,-79.29511,East End-Danforth (62),"Lounge 2856 (2013), Mel Low Sports Lounge And Grill (2013)"
2859 DANFORTH AVE,0,1,1,1,0,0,0,1,0,0,1,0,0,2,0.33333,1,0.33333,0,43.68942,-79.29508,East End-Danforth (62),Maple Leaf Dairy (2013)
2879 DANFORTH AVE,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0.16667,1,0.16667,0,43.68955,-79.29469,East End-Danforth (62),Sunshine Restaurant (2012)
2883 DANFORTH AVE,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0.16667,1,0.16667,0,43.689659999999996,-79.29455,East End-Danforth (62),Shahjalal Grocer (2012)
2891 DANFORTH AVE,1,1,1,1,1,0,1,0,0,0,0,1,1,2,0.33333,1,0.33333,0,43.689640000000004,-79.29427,East End-Danforth (62),"Anando Restaurant (2012), Red N Green Restaurant (2018)"
290 MAIN ST,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0.16667,1,0.16667,0,43.6875,-79.30198,East End-Danforth (62),Grumbles Little Shop (2012)
292 KINGSTON RD,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0.16667,1,0.16667,0,43.67435,-79.30776,East End-Danforth (62),Petro Canada (2013)
2921 DANFORTH AVE,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0.16667,1,0.16667,0,43.68978,-79.2935,East End-Danforth (62),Mr. Tastys Drive In (2012)
2929 DANFORTH AVE,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.689890000000005,-79.29330999999999,East End-Danforth (62),Country Style Donuts (2012)
438 KINGSTON RD,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0.16667,1,0.16667,0,43.677040000000005,-79.30448,East End-Danforth (62),K And S Milk Store (2013)
452 KINGSTON RD,1,1,1,1,1,1,1,0,0,2,0,0,0,2,0.33333,1,0.33333,0,43.67713,-79.30405999999999,East End-Danforth (62),"Kingston Gourmet (2015), Star Of Kingston (2012)"
462 KINGSTON RD,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0.16667,1,0.16667,0,43.67733,-79.30379,East End-Danforth (62),Table Convenience Store (2013)
50 MUSGRAVE ST,1,1,1,1,1,1,2,0,0,0,0,0,1,1,0.16667,2,0.08333,0,43.688,-79.28822,East End-Danforth (62),"Loblaws (2012), Starbucks Coffee (2018)"
672 KINGSTON RD,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.67931,-79.29731,East End-Danforth (62),Ce Bon Variety And Gift (2012)
676 KINGSTON RD,1,1,1,1,1,1,1,0,2,0,0,0,0,2,0.33333,1,0.33333,0,43.67934,-79.29719,East End-Danforth (62),"Grover Grub And Pub (2012), The Grover Pub And Grub (2014)"
679 WOODBINE AVE,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.16667,1,0.16667,0,43.67902,-79.30975,East End-Danforth (62),Nv Convenience Store (2012)
72 MAIN ST,0,1,1,1,1,1,0,1,0,0,2,0,1,4,0.66667,1,0.66667,0,43.68107,-79.29936,East End-Danforth (62),"Cavalry Baptist Church (2016), Grace Pascoe Care Centre (2013)"
856 KINGSTON RD,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0.16667,1,0.16667,0,43.68042,-79.29114,East End-Danforth (62),Youliton Best Convenience (2012)
884 KINGSTON RD,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.16667,1,0.16667,0,43.680440000000004,-79.29032,East End-Danforth (62),Fearless Meat (2018)
896 KINGSTON RD,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0.16667,1,0.16667,0,43.68049,-79.28987,East End-Danforth (62),Suns Milk (2013)
9 DAWES RD,0,1,1,1,0,0,0,1,0,0,1,0,0,2,0.33333,1,0.33333,0,43.68795,-79.29672,East End-Danforth (62),Royal Canadian Legion (2013)
900 KINGSTON RD,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0.16667,1,0.16667,0,43.68056,-79.28976,East End-Danforth (62),Beaches Bake Shop (2012)
906 KINGSTON RD,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.68051,-79.28958,East End-Danforth (62),Kings Diner (2012)
924 KINGSTON RD,1,2,1,1,1,1,1,1,1,0,0,0,0,2,0.33333,2,0.16667,0,43.68056,-79.28894,East End-Danforth (62),"Queensdale Restaurant (2012), The Beech Tree Pub (2013)"
944 KINGSTON RD,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0.16667,1,0.16667,0,43.680640000000004,-79.28804000000001,East End-Danforth (62),Alfa Farm Fresh (2017)
946 KINGSTON RD,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.68071,-79.28798,East End-Danforth (62),Courage Foods (2012)
962 KINGSTON RD,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.680690000000006,-79.28754,East End-Danforth (62),The Feathers (2012)
968 KINGSTON RD,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0.16667,1,0.16667,0,43.68074,-79.287,East End-Danforth (62),Subway (2015)
970 KINGSTON RD,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0.16667,1,0.16667,0,43.68074,-79.28695,East End-Danforth (62),Subway (2012)
980 KINGSTON RD,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.68084,-79.28668,East End-Danforth (62),Gabbys (2012)
982 KINGSTON RD,0,0,1,1,1,1,1,0,1,0,0,2,0,3,0.5,1,0.5,0,43.68077,-79.28658,East End-Danforth (62),"Mad Hus (2014), The Porch Light (2017)"
985 WOODBINE AVE,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.686370000000004,-79.3125,East End-Danforth (62),Valu Mart (2012)
986 KINGSTON RD,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.16667,1,0.16667,0,43.68079,-79.2864,East End-Danforth (62),Chocollatta (2018)
988 KINGSTON RD,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0.16667,1,0.16667,0,43.68087,-79.28636999999999,East End-Danforth (62),Amtu Discount And Convenience (2013)
110 TENTH ST,0,0,0,0,1,1,0,0,0,0,1,0,1,2,0.33333,1,0.33333,0,43.599309999999996,-79.50905999999999,New Toronto (18),St. Teresa Ymca (Before And After School) (2016)
132 SIXTH ST,2,2,1,1,1,0,0,0,3,2,0,1,0,6,1.0,2,0.5,0,43.60137,-79.50456,New Toronto (18),"Around The Corner (2012), Kitchen On 6 (2015), Spitfire Kitchen (2014), The Village Butcher (2012)"
140 ISLINGTON AVE,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0.16667,1,0.16667,0,43.60115,-79.50573,New Toronto (18),Womens Habitat (2017)
146 FIFTH ST,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.601929999999996,-79.5035,New Toronto (18),New Toronto Fish And Chips (2012)
150 EIGHTH ST,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0.16667,1,0.16667,0,43.60215,-79.5076,New Toronto (18),Royal Canadian Legion Branch #3 (2012)
185 FIFTH ST,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0.0,2,0.0,0,43.60357,-79.50343000000001,New Toronto (18),"Ontario Early Years Centre (2012), Street Level For Teens And Tweens (2012)"
191 NEW TORONTO ST,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.60645,-79.5041,New Toronto (18),Daily Bread Food Bank (2012)
198 NEW TORONTO ST,0,1,1,1,1,0,0,1,0,0,0,1,0,2,0.33333,1,0.33333,0,43.60775,-79.50437,New Toronto (18),Lantic (2013)
21 COLONEL SAMUEL SMITH PARK DR,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0.0,4,0.0,1,43.5957,-79.51559,New Toronto (18),"Booster Juice (2012), Grab And Go (2012), Media Buzz (2012), Tim Hortons (2012)"
222 ISLINGTON AVE,0,0,0,0,1,0,0,0,0,0,1,1,0,2,0.33333,1,0.33333,0,43.6044,-79.50731999999999,New Toronto (18),"""Food Appeal.Ca Inc."" (2016)"
2732 LAKE SHORE BLVD W,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0.16667,1,0.16667,0,43.60257,-79.49834,New Toronto (18),S Market (2013)
2735 LAKE SHORE BLVD W,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0.16667,1,0.16667,0,43.60212,-79.4981,New Toronto (18),Subway (2013)
2736 LAKE SHORE BLVD W,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.60257,-79.49834,New Toronto (18),Mcdonalds (2012)
2749 LAKE SHORE BLVD W,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.60205,-79.49853,New Toronto (18),"Maple Leaf House, Grill And Lounge (2012)"
2765 LAKE SHORE BLVD W,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.60191,-79.4992,New Toronto (18),Popeyes Louisiana Kitchen (2012)
2773 LAKE SHORE BLVD W,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0.16667,1,0.16667,0,43.60176,-79.49962,New Toronto (18),Bakes Variety (2013)
2775 LAKE SHORE BLVD W,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0.16667,1,0.16667,0,43.601859999999995,-79.49973,New Toronto (18),Podhole European Deli (2012)
2783 LAKE SHORE BLVD W,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.60176,-79.49975,New Toronto (18),Sesame Pastry And Deli (2012)
2788 LAKE SHORE BLVD W,1,2,2,1,2,2,1,1,0,1,1,2,3,8,1.33333,2,0.66667,0,43.60219,-79.50009,New Toronto (18),"2 4 1 Pizza (2017), Coffee Time Donuts (2012), Daisy Mart (2013), Pizza Hut (2018)"
2789 LAKE SHORE BLVD W,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.601729999999996,-79.4999,New Toronto (18),Vital Planet Natural Foods And Vitamins (2012)
2790 LAKE SHORE BLVD W,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.602140000000006,-79.50028,New Toronto (18),Sweet Olenkas (2012)
2794 LAKE SHORE BLVD W,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0.33333,1,0.33333,0,43.60212,-79.50044,New Toronto (18),Allin Mikuna (2017)
2799 LAKE SHORE BLVD W,0,1,1,0,1,1,1,1,0,1,1,0,0,3,0.5,1,0.5,0,43.60156,-79.50036,New Toronto (18),"Select (2013), Shell Select (2016)"
2811 LAKE SHORE BLVD W,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0,1,0.0,0,43.60155,-79.50092,New Toronto (18),Dominos (2012)
2814 LAKE SHORE BLVD W,1,1,2,1,1,2,3,0,1,1,0,1,1,4,0.66667,3,0.22221999999999997,1,43.60196,-79.50115,New Toronto (18),"Dakotas Sports Bar And Grill (2018), Halibut House Fish And Chips Lakeshore (2017), Pizza Pizza (2012), Sense Appeal Coffee Foodlab (2014)"
2835 LAKE SHORE BLVD W,0,1,1,0,1,0,0,1,0,1,1,1,0,4,0.66667,1,0.66667,0,43.60137,-79.50154,New Toronto (18),"Dandy Convenience Store (2013), Dandy Vaiety Store (2016)"
2836 LAKE SHORE BLVD W,1,2,1,1,2,1,1,1,1,2,1,1,2,8,1.33333,2,0.66667,0,43.60178,-79.50171,New Toronto (18),"Falafel Royal (2012), Greek In The Village Grill Pit (2013), Mama Koka (2016), Olive Kebab (2018), Passion Grill (2015)"
2847 LAKE SHORE BLVD W,2,2,2,2,1,0,0,0,0,0,1,1,0,2,0.33333,2,0.16667,0,43.601279999999996,-79.50202,New Toronto (18),"Jay Jays Inn (2012), Kave (2012)"
2850 LAKE SHORE BLVD W,0,0,1,1,1,1,0,0,1,0,0,0,1,2,0.33333,1,0.33333,0,43.601690000000005,-79.50216999999999,New Toronto (18),Shoppers Drug Mart (2014)
2854 LAKE SHORE BLVD W,0,0,1,0,1,1,0,0,1,1,1,0,1,4,0.66667,1,0.66667,0,43.60163,-79.50255,New Toronto (18),"Dollarway Plus (2014), Plus Dollarway Plus (2016)"
2855 LAKE SHORE BLVD W,0,1,0,0,0,0,0,1,1,0,0,0,0,2,0.33333,1,0.33333,0,43.6012,-79.50232,New Toronto (18),Hex Mex Handheld Grub (2013)
2856 LAKE SHORE BLVD W,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0.16667,1,0.16667,0,43.60158,-79.50258000000001,New Toronto (18),Lakeshore Village Fruit (2013)
