name,address,exist_2012,exist_2013,exist_2014,exist_2015,exist_2016,exist_2017,exist_2018,change_2013,change_2014,change_2015,change_2016,change_2017,change_2018
A CARAVELA,1516 DUNDAS ST W,1,1,0,0,0,0,0,0,1,0,0,0,0
A GAME CAFE,240 QUEEN ST W,0,0,0,1,1,0,0,0,0,1,0,1,0
A GAME CAFE,797 DUNDAS ST W,0,0,0,0,0,0,1,0,0,0,0,0,1
A GREEK GOURMET,1554 AVENUE RD,1,1,0,0,0,0,0,0,1,0,0,0,0
A LA CARTE AT THE GARDINER,111 QUEENS PARK,0,1,1,1,1,0,0,1,0,0,0,1,0
A LA CARTE KITCHEN,2 THORNCLIFFE PARK DR,1,1,1,1,1,1,1,0,0,0,0,0,0
A LA CREPES,2761 MARKHAM RD,0,0,1,1,0,0,0,0,1,0,1,0,0
A LA TURK,3443 YONGE ST,0,0,0,0,0,0,1,0,0,0,0,0,1
A LA TURKA,558 CHURCH ST,0,1,0,0,0,0,0,1,1,0,0,0,0
A LITTLE PIG HOT POT,3260 MIDLAND AVE,0,0,0,1,1,0,0,0,0,1,0,1,0
A PIE CALYPSE NOW,862 PAPE AVE,0,0,0,0,0,0,1,0,0,0,0,0,1
A PLUS DELI,180 DUNCAN MILL RD,0,0,0,1,1,1,1,0,0,1,0,0,0
A RANG SUSHI AND GRILL,1101 FINCH AVE W,1,1,0,0,0,0,0,0,1,0,0,0,0
A SUBMARINE,565 SHERBOURNE ST,1,1,0,0,0,0,0,0,1,0,0,0,0
A TASTE OF NEWFOUNDLAND FISH AND CHIPS,2655 LAWRENCE AVE E,1,1,0,0,0,0,0,0,1,0,0,0,0
A TASTE OF QUEBEC,55 MILL ST,1,1,1,0,0,0,0,0,0,1,0,0,0
A TRAINEIRA,852 DUNDAS ST W,1,1,1,0,0,0,0,0,0,1,0,0,0
A Z AFRICAN AND WEST INDIAN MARKET,1040 ALBION RD,0,0,1,1,1,1,1,0,1,0,0,0,0
A Z AFRICAN AND WEST INDIAN MARKET,1054 ALBION RD,1,0,0,0,0,0,0,1,0,0,0,0,0
A Z VARIETY STORE,4000 LAWRENCE AVE E,1,0,0,0,0,0,0,1,0,0,0,0,0
A+ CONVENIENCE,2489 DUFFERIN ST,1,1,1,0,0,0,0,0,0,1,0,0,0
A+ SUSHI AND BIBIM,1345 QUEEN ST W,0,0,0,1,1,1,1,0,0,1,0,0,0
A.B.C. EURO   DELICATESSEN,3115 SHEPPARD AVE E,1,1,1,1,1,0,0,0,0,0,0,1,0
A.C. GREAT HALL,1087 QUEEN ST W,1,1,1,1,1,0,0,0,0,0,0,1,0
A.C. RANCH CAFFE,1220 ST CLAIR AVE W,1,1,1,1,1,1,1,0,0,0,0,0,0
A.C.S.A. SCARBOROUGH DROP IN,202 MARKHAM RD,0,0,0,0,0,0,1,0,0,0,0,0,1
A.J.T. BATISTA GROCERY,392 COLLEGE ST,1,1,0,0,0,0,0,0,1,0,0,0,0
A.R.K. MARKET,31 ST DENNIS DR,1,1,1,1,1,1,1,0,0,0,0,0,0
A0A GAS AND CONVENIENCE STORE,286 ROYAL YORK RD,0,0,0,0,0,0,1,0,0,0,0,0,1
A1 CONVENIENCE,151 MORNINGSIDE AVE,0,0,0,0,1,1,1,0,0,0,1,0,0
A1 CONVENIENCE PLUS,2177 LAWRENCE AVE E,0,0,1,1,1,1,0,0,1,0,0,0,1
A1 ESSO,5571 YONGE ST,0,0,0,0,0,0,1,0,0,0,0,0,1
A1 PETRO BIZ,2922 ISLINGTON AVE,1,1,1,1,1,1,0,0,0,0,0,0,1
A1 PIZZA,151 MORNINGSIDE AVE,0,0,0,0,1,0,0,0,0,0,1,1,0
A1 SMOKE AND NEWS,2900 WARDEN AVE,0,0,1,0,0,0,0,0,1,1,0,0,0
A1 SWEET RESTAURANT AND TAKEOUT,3300 MCNICOLL AVE,1,1,1,1,1,1,1,0,0,0,0,0,0
A3 NAPOLI PIZZERIA,589 COLLEGE ST,0,0,0,1,1,1,1,0,0,1,0,0,0
A9 EXPRESS,2537 PHARMACY AVE,1,1,0,0,0,0,0,0,1,0,0,0,0
AA AMAZING SALAD,160 BALDWIN ST,0,0,0,0,1,1,1,0,0,0,1,0,0
AA SUPER STORE AND HALAL MEATS,1826 ST CLAIR AVE W,0,0,0,0,0,1,1,0,0,0,0,1,0
AAA,1276 QUEEN ST E,0,0,0,1,1,1,1,0,0,1,0,0,0
AAA OISHI KATTA,280 AUGUSTA AVE,1,1,0,0,0,0,0,0,1,0,0,0,0
AAA PUBLIC HOUSE,598 GERRARD ST E,0,0,0,0,1,1,1,0,0,0,1,0,0
AAAMAZING SALAD,45 FOUR WINDS DR,0,0,1,0,0,0,0,0,1,1,0,0,0
AAHA FOODS,80 DYNAMIC DR,0,0,0,1,0,0,0,0,0,1,1,0,0
AAJ FOODS INC,83 GALAXY BLVD,0,0,0,1,0,0,0,0,0,1,1,0,0
AALIYAHS BAKE SHOP,3296 KEELE ST,0,0,1,0,0,0,0,0,1,1,0,0,0
AANCH MODERNISTIC INDIAN CUISINE,259 WELLINGTON ST W,0,0,0,0,0,1,1,0,0,0,0,1,0
AAND W,359 BROADVIEW AVE,0,0,0,0,0,0,1,0,0,0,0,0,1
AANDW,1190 DANFORTH AVE,0,0,0,0,0,0,1,0,0,0,0,0,1
AARSH CONVENIENCE MARKET,452 RATHBURN RD,0,0,0,0,0,1,0,0,0,0,0,1,1
AARUSHA CAKE HOUSE,5215 FINCH AVE E,0,1,1,1,1,1,1,1,0,0,0,0,0
AARYA KITCHEN,1050 ALBION RD,0,1,0,0,0,0,0,1,1,0,0,0,0
AARYA KITCHENS,130 WESTMORE DR,0,0,0,1,0,0,0,0,0,1,1,0,0
AAVS SUPERSTORE,3268 FINCH AVE E,1,1,0,0,0,0,0,0,1,0,0,0,0
AB TASTY GRILL,250 WINCOTT DR,1,1,1,1,1,1,1,0,0,0,0,0,0
ABABIL SUPER MARKET,436 DAWES RD,0,1,1,1,0,0,0,1,0,0,1,0,0
ABBAS HALAL FOOD,2450 FINCH AVE W,0,0,1,0,0,0,0,0,1,1,0,0,0
ABBEYFIELD HOUSE,38 LAKESIDE AVE,0,0,0,0,1,1,1,0,0,0,1,0,0
ABBIRAMI CATERING AND TAKE OUT,2619 EGLINTON AVE E,1,1,1,1,1,1,1,0,0,0,0,0,0
ABBYS CONVENIENCE,675 QUEEN ST W,0,1,1,1,1,1,1,1,0,0,0,0,0
ABC BAKERY AND COFFEE,3618 VICTORIA PARK AVE,1,1,1,1,1,0,0,0,0,0,0,1,0
ABC BAKERY COFFEE SHOP,3618 VICTORIA PARK AVE,0,0,0,0,0,0,1,0,0,0,0,0,1
ABC CONVENIENT,1110 BLOOR ST W,1,1,1,1,1,1,0,0,0,0,0,0,1
ABC EURO DELICATESSAN,491 BRIMLEY RD,1,0,0,0,0,0,0,1,0,0,0,0,0
ABC EURO DELICATESSEN,6 LEBOVIC AVE,0,0,0,0,0,0,1,0,0,0,0,0,1
ABC MINI MART,299 OSSINGTON AVE,1,0,0,0,0,0,0,1,0,0,0,0,0
ABERDEEN DELICATESSEN,3250 MIDLAND AVE,0,1,1,1,1,1,1,1,0,0,0,0,0
ABERDEEN MARKET,2490 GERRARD ST E,0,0,0,0,0,0,1,0,0,0,0,0,1
ABEYAN PIZZERIA AND KEBOB,3879 LAWRENCE AVE E,0,0,0,0,0,0,1,0,0,0,0,0,1
ABI RETAIL TRADING SUPER MARKET,3852 FINCH AVE E,0,0,1,1,1,0,0,0,1,0,0,1,0
ABOGIDA LOUNGE,1393 DANFORTH AVE,0,0,0,0,0,0,1,0,0,0,0,0,1
ABOKICHI,258 DUPONT ST,0,0,1,1,1,0,0,0,1,0,0,1,0
ABORIGINAL EARLY CHILDHOOD DEVELOPMENT PROGRAM,30 COLLEGE ST,1,1,1,1,1,1,1,0,0,0,0,0,0
ABOUT CHEESE,483 CHURCH ST,1,1,0,0,0,0,0,0,1,0,0,0,0
ABRUZZI VARIETY,340 FALSTAFF AVE,1,1,1,1,1,0,0,0,0,0,0,1,0
ABSINTHE COFFEE HOUSE CAFETERIA   PRIVATE ACCESS,4700 KEELE ST,1,1,1,1,1,1,0,0,0,0,0,0,1
ABSOLUTE BAKERY,547 DANFORTH AVE,0,0,0,1,1,0,0,0,0,1,0,1,0
ABSOLUTE BAKERY,589 PARLIAMENT ST,1,1,1,1,1,1,1,0,0,0,0,0,0
ABSOLUTE COMEDY,2335 YONGE ST,0,0,1,1,1,1,1,0,1,0,0,0,0
ABSOLUTE CONVENIENCE,2 SATTERLY RD,0,0,0,0,0,1,0,0,0,0,0,1,1
ABSOLUTE DOLLAR,1000 GERRARD ST E,1,1,1,1,1,1,1,0,0,0,0,0,0
ABSOLUTE RESTAURANT,55 ST CLAIR AVE W,1,1,0,0,0,0,0,0,1,0,0,0,0
ABSOLUTELY FAMISHED CATERING,3974 CHESSWOOD DR,1,1,1,1,1,1,1,0,0,0,0,0,0
ABSOLUTELY FINE FOODS,270 THE KINGSWAY,1,1,1,1,1,1,1,0,0,0,0,0,0
ABUBAKR HALAL PIZZA AND CHICKEN WINGS,2680 LAWRENCE AVE E,1,1,1,1,1,1,1,0,0,0,0,0,0
ABURI ROOM,16 PARK HOME AVE,0,0,0,0,0,0,1,0,0,0,0,0,1
ABYSSINA ETHIOPIAN RESTAURANT,884 DANFORTH AVE,0,0,0,0,1,1,1,0,0,0,1,0,0
ACADEMY BILLIARDS,485 DANFORTH AVE,0,1,1,1,0,0,0,1,0,0,1,0,0
ACADEMY CAFE,248 THE ESPLANADE,0,1,1,0,0,0,0,1,0,1,0,0,0
ACADEMY OF LIONS,64 OSSINGTON AVE,1,1,1,1,1,1,1,0,0,0,0,0,0
ACADEMY PLACE TUCK SHOP,2101 ISLINGTON AVE,1,1,1,1,1,1,0,0,0,0,0,0,1
ACADIA,50 CLINTON ST,1,1,0,0,0,0,0,0,1,0,0,0,0
ACCESS ALLIANCE COMMUNITY KITCHEN,761 JANE ST,0,0,0,0,0,1,0,0,0,0,0,1,1
ACE BAKERY,1 HAFIS RD,0,1,1,1,1,1,0,1,0,0,0,0,1
ACE BAKERY,1470 BIRCHMOUNT RD,0,0,0,1,1,1,0,0,0,1,0,0,1
ACE BAKERY CAFE AND BREAD STORE,1 HAFIS RD,0,0,1,1,1,1,0,0,1,0,0,0,1
ACE CONVENIENCE,2871 KEELE ST,0,0,0,1,1,1,1,0,0,1,0,0,0
ACE GALE TAP HOUSE,566 QUEEN ST W,0,0,0,1,1,0,0,0,0,1,0,1,0
ACE JERK RESTAURANT,106 QUEEN ST E,0,0,0,0,0,0,1,0,0,0,0,0,1
ACE NUTRITIONS,227 SPADINA AVE,0,0,0,0,1,0,0,0,0,0,1,1,0
ACES PLACE BAR GRILL HUB,115 GUILDWOOD PKWY,0,0,1,1,1,1,1,0,1,0,0,0,0
ACKEE TREE DYNAMITE JAMAICAN JERK,372 QUEEN ST E,0,0,0,0,0,0,1,0,0,0,0,0,1
ACQUA DOLCE,50 PRINCE EDWARD IS CRES,0,0,0,0,1,1,1,0,0,0,1,0,0
ACQUA FINE FOODS,671 THE QUEENSWAY,1,1,1,1,1,1,1,0,0,0,0,0,0
ACQUOLINA ITALIAN GRILL,760 ST CLAIR AVE W,1,1,0,0,0,0,0,0,1,0,0,0,0
ACR HOT ROTI AND DOUBLES,2680 LAWRENCE AVE E,1,1,1,1,1,1,1,0,0,0,0,0,0
ACROSS BOUNDARIES,51 CLARKSON AVE,1,1,1,1,1,1,0,0,0,0,0,0,1
ACSA FOOD BANK,1911 KENNEDY RD,0,0,0,0,0,1,0,0,0,0,0,1,1
ACTION CONVENIENCE,1701 MARTIN GROVE RD,0,0,0,0,0,1,1,0,0,0,0,1,0
ACTION PHARMACY,2425 BLOOR ST W,0,1,1,1,1,0,0,1,0,0,0,1,0
ACTIONLITE RESTAURANT,971 OSSINGTON AVE,1,1,1,1,1,1,1,0,0,0,0,0,0
ACTIVE KIDS ZONE,951 ALNESS ST,1,1,1,1,1,1,1,0,0,0,0,0,0
ADABRAKA SUPERMARKET,3242 EGLINTON AVE E,0,0,0,0,1,0,0,0,0,0,1,1,0
ADAMA TAKE OUT AND GROCERY,346 DUNDAS ST E,0,0,1,1,0,0,0,0,1,0,1,0,0
ADAMS BURGER BAR,35 SHEPPARD AVE E,0,0,0,0,0,0,1,0,0,0,0,0,1
ADAMS HOUSE,425 SHERBOURNE ST,0,0,0,0,0,0,1,0,0,0,0,0,1
ADAMS PUB,1760 VICTORIA PARK AVE,0,0,0,0,0,0,1,0,0,0,0,0,1
ADAMS RIB,1603 THE QUEENSWAY,1,1,1,1,1,1,1,0,0,0,0,0,0
ADAMS SHAWARMA,78 WELLESLEY ST E,0,0,0,0,0,0,1,0,0,0,0,0,1
ADAMSON BARBECUE,176 WICKSTEED AVE,0,0,0,0,1,1,1,0,0,0,1,0,0
ADATH ISRAEL CONGREGATION,37 SOUTHBOURNE AVE,0,1,1,1,1,1,1,1,0,0,0,0,0
ADATH ISRAEL CONGREGATION   CATERING KITCHEN,37 SOUTHBOURNE AVE,0,0,0,0,0,1,1,0,0,0,0,1,0
ADDIS ABABA RESTAURANT,1184 QUEEN ST W,1,1,1,0,0,0,0,0,0,1,0,0,0
ADDIS CAFE,3200 DANFORTH AVE,0,1,1,1,1,1,1,1,0,0,0,0,0
ADDUS LEYU INJERA,1764 KEELE ST,0,0,0,0,0,1,1,0,0,0,0,1,0
ADEGA RESTAURANT,33 ELM ST,1,1,1,1,1,1,1,0,0,0,0,0,0
ADELAIDE CLUB,100 KING ST W,1,1,1,1,1,1,1,0,0,0,0,0,0
ADEPA AFRICAN GROCERY,106 HUMBER COLLEGE BLVD,0,0,0,0,0,1,1,0,0,0,0,1,0
ADHEENA CONVENIENCE,225 MARKHAM RD,0,0,0,1,0,0,0,0,0,1,1,0,0
ADI,462 BIRCHMOUNT RD,0,1,1,1,1,1,1,1,0,0,0,0,0
ADMAS GROCERY,848 BLOOR ST W,1,1,1,0,0,0,0,0,0,1,0,0,0
ADONAI,4164 KINGSTON RD,0,0,0,0,0,1,0,0,0,0,0,1,1
ADONAI,4379 KINGSTON RD,0,1,1,1,0,0,0,1,0,0,1,0,0
ADONAS RESIDENTIAL SUPPORT CARE INC.,2957 LAWRENCE AVE E,0,0,0,0,0,0,1,0,0,0,0,0,1
ADONIS,20 ASHTONBEE RD,0,0,1,1,1,1,1,0,1,0,0,0,0
ADRIANOS PIZZA AND PASTA,3329 LAKE SHORE BLVD W,1,1,1,1,1,1,1,0,0,0,0,0,0
ADVANTAGE HEALTH MATTERS INC.,5787 STEELES AVE W,0,0,0,0,1,1,1,0,0,0,1,0,0
AF HOME BAKERY,5168 DUNDAS ST W,1,1,1,1,1,1,1,0,0,0,0,0,0
AFC AJUKER FRIED CHICKEN,680 BLOOR ST W,1,1,1,1,1,1,0,0,0,0,0,0,1
AFC SUSHI,700 LAWRENCE AVE W,0,0,0,0,0,0,1,0,0,0,0,0,1
AFFYS PREMIUM GRILL,69 LEBOVIC AVE,0,0,0,0,0,1,1,0,0,0,0,1,0
AFGAN VILLAGE RESTAURANT,747 DON MILLS RD,1,1,0,0,0,0,0,0,1,0,0,0,0
AFGHAN CUISINE,66 OVERLEA BLVD,0,1,1,1,1,1,1,1,0,0,0,0,0
AFGHAN KEBOB,2789 DANFORTH AVE,0,0,0,0,0,0,1,0,0,0,0,0,1
AFGHAN KEBOB CUISINE,2298 ISLINGTON AVE,0,1,1,1,1,1,1,1,0,0,0,0,0
AFGHAN LOUNGE,1475 DANFORTH AVE,0,0,1,1,1,0,0,0,1,0,0,1,0
AFGHAN SUPERMARKET,549 MARKHAM RD,1,1,1,1,1,0,0,0,0,0,0,1,0
AFRICA RESTAURANT,361 OLD FINCH AVE,0,1,1,1,1,1,1,1,0,0,0,0,0
AFRICA SNACK BAR,361 OLD FINCH AVE,0,0,1,0,0,0,0,0,1,1,0,0,0
AFRICAN DELIGHT CAFE AND RESTAURANT,1180 BLOOR ST W,1,1,1,1,1,1,1,0,0,0,0,0,0
AFRICAN FOODS WHOLESALERS,50 EDDYSTONE AVE,0,1,0,0,0,0,0,1,1,0,0,0,0
AFRICAN HOUSE,2111 JANE ST,1,1,0,0,0,0,0,0,1,0,0,0,0
AFRICAN KING MEAT SHOP,2223 JANE ST,0,0,0,1,1,1,1,0,0,1,0,0,0
AFRICAN PALACE RESTAURANT,977 BLOOR ST W,1,1,1,1,1,1,1,0,0,0,0,0,0
AFRICAN PLAYER RESTAURANT,1297 WESTON RD,1,1,1,1,1,1,0,0,0,0,0,0,1
AFRICAN VILLAGE,2849 WESTON RD,0,0,0,0,0,1,1,0,0,0,0,1,0
AFRICANADA TROPICAL FOOD,2420 FINCH AVE W,1,1,0,0,0,0,0,0,1,0,0,0,0
AFRIKIKO INTERNATIONAL SPOT,1695 JANE ST,1,1,1,0,0,0,0,0,0,1,0,0,0
AFRO CANADIAN GROCERY AND BEAUTY SUPPLY,840 DANFORTH RD,1,1,1,1,0,1,0,0,0,0,1,1,1
AFRO CARIBBEAN FOODS,2121 JANE ST,0,0,1,1,1,1,1,0,1,0,0,0,0
AFRO CONTINENTAL RESTAURANT BAR AND GRILL,849 ALBION RD,0,1,1,1,1,1,1,1,0,0,0,0,0
AFRO SPICE,45 FOUR WINDS DR,0,1,1,1,1,1,1,1,0,0,0,0,0
AFROCAN FAMILY FOOD DEPOT,1749 JANE ST,1,1,0,0,0,0,0,0,1,0,0,0,0
AFT,686 QUEEN ST E,0,1,1,1,1,0,0,1,0,0,0,1,0
AFTERGLO,9 ISABELLA ST,0,0,1,1,1,0,0,0,1,0,0,1,0
AG GROUP,2681 DANFORTH AVE,0,0,1,0,0,0,0,0,1,1,0,0,0
AG MACARONS,647 DUPONT ST,0,0,0,1,1,1,0,0,0,1,0,0,1
AG MACARONS,709 THE QUEENSWAY,0,0,1,1,1,1,1,0,1,0,0,0,0
AGA VARIETY,2090 DANFORTH AVE,1,1,1,1,1,1,1,0,0,0,0,0,0
AGAINST THE GRAIN URBAN TAVERN,125 QUEENS QUAY  E,1,1,1,1,1,1,1,0,0,0,0,0,0
AGAINST THE GRAIN URBAN TAVERN,87 LAIRD DR,0,1,1,1,1,0,0,1,0,0,0,1,0
AGENDA CAFE,622 COLLEGE ST,0,0,0,0,0,0,1,0,0,0,0,0,1
AGENT GRILL,1011 DUFFERIN ST,0,0,1,0,0,0,0,0,1,1,0,0,0
AGGIES,66 RONCESVALLES AVE,0,0,1,1,1,1,0,0,1,0,0,0,1
AGINCOURT BAKERY LTD.,3059 PHARMACY AVE,0,0,1,1,1,1,1,0,1,0,0,0,0
AGINCOURT COMMUNITY SERVICES ASSOCIATION,4155 SHEPPARD AVE E,0,0,0,0,0,0,1,0,0,0,0,0,1
AGINCOURT FRUIT MARKET,3850 SHEPPARD AVE E,0,1,1,1,1,1,0,1,0,0,0,0,1
AGINCOURT HOME BAKERY,3059 PHARMACY AVE,1,1,0,0,0,0,0,0,1,0,0,0,0
AGINCOURT PARTY AND BARGAIN,3850 SHEPPARD AVE E,0,1,1,1,1,1,0,1,0,0,0,0,1
AGINCOURT PENTECOSTAL CHURCH,2885 KENNEDY RD,0,0,1,1,1,0,0,0,1,0,0,1,0
AGIO RISTORANTE,1351 ST CLAIR AVE W,1,1,1,1,1,1,1,0,0,0,0,0,0
AGNO FOOD AND DAIRY PRODUCTS,80 BARBADOS BLVD,1,1,1,1,1,1,0,0,0,0,0,0,1
AGO CAFE,317 DUNDAS ST W,1,1,1,1,1,1,1,0,0,0,0,0,0
AGOGO KARAOKE INC.,2101 BRIMLEY RD,1,1,0,0,0,0,0,0,1,0,0,0,0
AGORA,921 QUEEN ST W,0,0,0,0,0,1,1,0,0,0,0,1,0
AGORA CAFE,3015 DUNDAS ST W,1,1,1,1,1,0,0,0,0,0,0,1,0
AGORA SUPERMARKET,2655 LAWRENCE AVE E,0,0,0,0,1,0,0,0,0,0,1,1,0
AGP MART,4 WADE AVE,1,1,1,1,1,1,1,0,0,0,0,0,0
AGRA FINE INDIAN CUISINE,365 KING ST W,1,1,1,1,0,0,0,0,0,0,1,0,0
AGRA FINE INDIAN CUISINE,4850 YONGE ST,1,1,1,1,1,0,0,0,0,0,0,1,0
AH FONG FOOD PROCESSING,328 PASSMORE AVE,0,0,1,1,1,1,1,0,1,0,0,0,0
AH SO SUSHI,2125 LAKE SHORE BLVD W,0,1,1,1,1,1,1,1,0,0,0,0,0
AH SO SUSHI,24 WELLESLEY ST W,0,0,0,0,1,1,1,0,0,0,1,0,0
AH SO SUSHI,4869 DUNDAS ST W,1,1,1,1,1,0,0,0,0,0,0,1,0
AH SO SUSHI,580 JARVIS ST,0,0,0,0,1,1,1,0,0,0,1,0,0
AH SO SUSHI,841 BROWNS LINE,0,0,0,0,0,0,1,0,0,0,0,0,1
AHHH THE GIFT SHOP,655 DIXON RD,0,1,1,1,1,1,0,1,0,0,0,0,1
AHMAD GROCERY,1616 GERRARD ST E,1,1,1,1,1,1,1,0,0,0,0,0,0
AHMUTHA SURABI,2847 LAWRENCE AVE E,1,1,1,1,1,1,1,0,0,0,0,0,0
AHZIMAE ZIPBAP,6068 YONGE ST,0,0,0,1,1,1,1,0,0,1,0,0,0
AIDANS GLUTEN FREE INC.,35 DENSLEY AVE,0,1,0,0,0,0,0,1,1,0,0,0,0
AIOLI BISTRO,2446 KINGSTON RD,0,1,1,1,0,0,0,1,0,0,1,0,0
AIOLIO,2496 KINGSTON RD,0,0,0,0,0,0,1,0,0,0,0,0,1
AIRPORT GATE CAFE AND GRILL,924 DIXON RD,0,1,1,1,1,1,1,1,0,0,0,0,0
AIRSHIP 37,37 PARLIAMENT ST,0,0,1,1,1,1,1,0,1,0,0,0,0
AJI SAI JAPANESE RESTAURANT,467 QUEEN ST W,1,1,1,1,1,1,1,0,0,0,0,0,0
AJI SAI PLUS RESTO LOUNGE,637 YONGE ST,0,1,1,1,1,1,1,1,0,0,0,0,0
AJI SAI RESTAURANT,783 DANFORTH AVE,1,1,1,1,1,1,1,0,0,0,0,0,0
AJI SAI SUSHI JAPANESE RESTAURANT,813 YONGE ST,1,1,1,1,1,0,0,0,0,0,0,1,0
AJI SUSHI,3999 KEELE ST,0,0,0,0,0,0,1,0,0,0,0,0,1
AJI SUSHI ASIAN RESTAURANT,1325 FINCH AVE W,0,0,0,1,1,0,0,0,0,1,0,1,0
AJIMI SUSHI,1920 YONGE ST,1,1,1,0,0,0,0,0,0,1,0,0,0
AJISEN RAMEN,332 SPADINA AVE,1,1,1,1,1,1,1,0,0,0,0,0,0
AJISEN RAMEN,50 SILVER STAR BLVD,1,1,0,0,0,0,0,0,1,0,0,0,0
AJISEN RAMEN,5229 YONGE ST,1,1,1,1,1,1,1,0,0,0,0,0,0
AJMIR HALAL PIZZA WINGS AND KABAB HOUSE,3879 LAWRENCE AVE E,1,1,1,1,1,1,0,0,0,0,0,0,1
AJUKER FRIED CHICKEN,6016 YONGE ST,1,1,1,0,0,0,0,0,0,1,0,0,0
AKA,394 BLOOR ST W,0,0,0,1,1,1,0,0,0,1,0,0,1
AKA ONI JAPANESE CUISINE,633 SILVER STAR BLVD,0,0,0,0,1,1,1,0,0,0,1,0,0
AKABA FINE FOODS,63 SILVER STAR BLVD,1,1,1,1,1,1,1,0,0,0,0,0,0
AKAI,168 MAJOR ST,0,0,1,1,1,1,1,0,1,0,0,0,0
AKAI SUSHI,168 MAJOR ST,1,1,0,0,0,0,0,0,1,0,0,0,0
AKARAM NATIONAL KOTHU,3160 EGLINTON AVE E,0,0,0,0,1,1,1,0,0,0,1,0,0
AKHIGBE AFRICAN CARIBBEAN FOOD MARKET,8 REXDALE BLVD,1,1,1,1,1,1,1,0,0,0,0,0,0
AKHIGBE AFRICAN CATERERS,359 ALBION RD,0,0,0,1,0,0,0,0,0,1,1,0,0
AKI DA JAPANESE SEAFOOD HOUSE,1911 QUEEN ST E,1,1,1,1,1,0,0,0,0,0,0,1,0
AKIA KING CAFE,387 BROADVIEW AVE,0,1,1,1,1,0,0,1,0,0,0,1,0
AKIA KING CAFE INC,2344 DANFORTH AVE,0,0,0,0,0,0,1,0,0,0,0,0,1
AKIL GIFTS AND SOUVENIRS,249 QUEENS QUAY  W,1,1,1,1,1,1,0,0,0,0,0,0,1
AKIRA BACK,80 BLUE JAYS WAY,0,0,0,0,0,1,1,0,0,0,0,1,0
AKIVAS FRUIT AND DELI,6243 BATHURST ST,1,1,1,1,1,1,1,0,0,0,0,0,0
AKRAMS SHOPPE,191 BALDWIN ST,1,1,1,1,1,0,0,0,0,0,0,1,0
AKROPOLIS PATRIES + PIES,708 DANFORTH AVE,1,1,1,1,1,1,1,0,0,0,0,0,0
AKT CHICKEN,80 NASHDENE RD,0,0,0,1,0,0,0,0,0,1,1,0,0
AL AMAAN SUPERMARKET,20 NUGGET AVE,1,1,1,1,1,1,1,0,0,0,0,0,0
AL AMANA MEAT MARKET,151 DUNDAS ST E,0,0,0,0,1,0,0,0,0,0,1,1,0
AL AMIR MEAT MARKET AND GROCERY,1829 LAWRENCE AVE E,0,0,0,0,0,1,1,0,0,0,0,1,0
AL AQSA,1160 BLOOR ST W,0,0,0,0,1,1,1,0,0,0,1,0,0
AL ARUBA RESTAURANT,377 ALBION RD,1,1,1,1,1,1,1,0,0,0,0,0,0
AL BARAK VARIETY STORE,1880 WESTON RD,1,1,1,1,1,1,1,0,0,0,0,0,0
AL DEEWAN HALAL BAKERY AND PIZZA,1415 KENNEDY RD,0,0,0,0,0,0,1,0,0,0,0,0,1
AL FATEH GROCERS AND HALAL MEAT,10 REXDALE BLVD,1,1,1,1,1,1,1,0,0,0,0,0,0
AL FAZAL HALA MEAT,2875 LAWRENCE AVE E,0,0,1,0,0,0,0,0,1,1,0,0,0
AL HABIB HALAL MEAT AND GROCERY INC.,1166 ALBION RD,0,1,0,0,0,0,0,1,1,0,0,0,0
AL HAMD BIRYANI AND PIZZA,846 MARKHAM RD,0,1,0,0,0,0,0,1,1,0,0,0,0
AL HARAM MEAT AND GROCERS,235 DIXON RD,1,1,1,1,0,0,0,0,0,0,1,0,0
AL IMAN MEAT COLLECTION,45 FOUR WINDS DR,0,1,1,0,0,0,0,1,0,1,0,0,0
AL ITTIHAD HALAL MEAT,1801 LAWRENCE AVE E,1,1,1,0,0,0,0,0,0,1,0,0,0
AL JANNAT SUPERMARKET,678 KENNEDY RD,1,1,1,0,0,0,0,0,0,1,0,0,0
AL KARAM SWEETS,3001 MARKHAM RD,1,1,1,1,1,1,1,0,0,0,0,0,0
AL LAGO RISTORANTE,3423 LAKE SHORE BLVD W,1,1,1,0,0,0,0,0,0,1,0,0,0
AL MACS BAR AND GRILL,2459 KINGSTON RD,0,1,1,1,1,1,1,1,0,0,0,0,0
AL MADINA HALAL MEAT PACKERS,2875 LAWRENCE AVE E,1,0,0,0,0,0,0,1,0,0,0,0,0
AL MADINA HALAL PIZZA AND BAKERY,2683 LAWRENCE AVE E,1,1,1,1,1,1,0,0,0,0,0,0,1
AL MADMI HALAL MEAT,2875 LAWRENCE AVE E,0,0,0,0,1,0,0,0,0,0,1,1,0
AL MADNI HALAL MEAT,3715 LAWRENCE AVE E,0,0,0,1,1,1,1,0,0,1,0,0,0
AL MANDI RESTAURANT,1328 DANFORTH AVE,0,1,1,1,1,1,1,1,0,0,0,0,0
AL MARWA SUNRISE MEATS,3925 JANE ST,0,0,0,1,1,1,1,0,0,1,0,0,0
AL MEEZAN GROCERY AND TAKE OUT,1144 ALBION RD,0,0,0,0,0,0,1,0,0,0,0,0,1
AL MEEZAN HALAL MEAT AND GROCER,1146 ALBION RD,0,0,0,0,0,0,1,0,0,0,0,0,1
